RegistrationNumber,binomial,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km,Percent_overlap,binomial_overlap
MCZ_BOM-1066,Manis crassicaudata,1700,Asia,India,75,EN,Terrestrial,0,0,1700,49.91,3.60482287031744,1
MCZ_BOM-1065,Manis crassicaudata,1700,Asia,India,75,EN,Terrestrial,1,1,1700,49.91,3.60482287031744,1
MCZ_32522,Manis crassicaudata,1934,Asia,Sri Lanka,100,EN,Terrestrial,0,0,1930,58,0,0
FMNH_62918,Manis culionensis,1947,Asia,Philippines,75,CR,Arboreal,0,0,1940,0.5,29.0784565145848,1
AMNH_M-242095,Manis culionensis,NA,Asia,Philippines,75,CR,Arboreal,1,0,NA,0.5,29.0784565145848,1
FMNH_62919,Manis culionensis,1947,Asia,Philippines,75,CR,Arboreal,0,0,1940,0.9,17.5768881106832,1
FMNH_62917,Manis culionensis,1947,Asia,Philippines,75,CR,Arboreal,0,0,1940,0.9,17.1952733068924,1
FMNH_62920,Manis culionensis,1947,Asia,Philippines,75,CR,Arboreal,1,1,1940,0.9,17.5768881106832,1
KU_165510,Manis culionensis,1999,Asia,Philippines,75,CR,Arboreal,0,0,1990,1.126,11.9343567691874,1
MCZ_35536,Manis culionensis,1937,Asia,Philippines,75,CR,Arboreal,0,0,1930,3.036,3.47843958351601,1
MCZ_35535,Manis culionensis,1937,Asia,Philippines,75,CR,Arboreal,1,1,1930,3.036,3.47843958351601,1
FMNH_62921,Manis culionensis,1947,Asia,Philippines,75,CR,Arboreal,0,0,1940,24.81,0.0578968079281064,1
AMNH_M-29745,Manis culionensis,NA,Asia,Philippines,25,CR,Arboreal,0,0,NA,1,15.5816315647643,1
AMNH_M-203298,Manis culionensis,1962,Asia,Philippines,75,CR,Arboreal,0,0,1960,247.57,0,0
UWBM_UWBM:Mamm:82627,Manis javanica,2010,Asia,Singapore,75,CR,Arboreal,0,0,2010,0.03,97.6565577065573,1
UWBM_UWBM:Mamm:82626,Manis javanica,2011,Asia,Singapore,75,CR,Arboreal,0,0,2010,0.03,100,1
UWBM_UWBM:Mamm:82629,Manis javanica,2010,Asia,Singapore,75,CR,Arboreal,0,0,2010,0.03,100,1
MCZ_35720,Manis javanica,1937,Asia,Malaysia,75,CR,Arboreal,0,0,1930,0.301,100,1
KU_73516,Manis javanica,1955,Asia,Indonesia,75,CR,Arboreal,0,0,1950,6,20.5883511022451,1
FMNH_37989,Manis javanica,1931,Asia,Laos,75,CR,Arboreal,0,0,1930,7.25,25.1459520776911,1
ROM_36802,Manis javanica,1965,Asia,Malaysia,75,CR,Arboreal,0,0,1960,15.15,20.9893962771621,1
MVZ_MVZ:Mamm:119379,Manis javanica,1954,Asia,Singapore,75,CR,Arboreal,0,0,1950,27.044,8.44313580967375,1
AMNH_M-102180,Manis javanica,1933,Asia,Indonesia,75,CR,Arboreal,0,0,1930,28.2,7.2600719884979,1
UWBM_UWBM:Mamm:82628,Manis javanica,1800,Asia,Singapore,75,CR,Arboreal,0,0,1800,30,6.90852768384704,1
USNM_488088,Manis javanica,1971,Asia,Malaysia,75,CR,Arboreal,0,0,1970,48.5,2.82124394189731,1
FMNH_33550,Manis javanica,1929,Asia,Malaysia,75,CR,Arboreal,0,0,1920,63.79,0,0
FMNH_68743,Manis javanica,1950,Asia,Malaysia,75,CR,Arboreal,0,0,1950,63.79,0,0
FMNH_68742,Manis javanica,1950,Asia,Malaysia,75,CR,Arboreal,1,1,1950,63.79,0,0
NCSM_8295,Manis javanica,NA,Asia,Cambodia,75,CR,Arboreal,0,0,NA,325,0,0
MHNG_MHNG-MAM-745.041,Manis javanica,NA,Asia,Malaysia,75,CR,Arboreal,0,0,NA,488.84,0,0
RBINS_299B,Manis javanica,NA,Asia,Myanmar,75,CR,Arboreal,0,0,NA,709.66,0,0
RBINS_299C,Manis javanica,NA,Asia,Myanmar,75,CR,Arboreal,0,0,NA,1113.26,0,0
UWBM_UWBM:Mamm:82865,Manis javanica,2019,Asia,Singapore,100,CR,Arboreal,0,0,2010,26.93,8.51263153353392,1
MCZ_6439,Manis javanica,1700,Africa,Namibia,100,CR,Arboreal,0,0,1700,736.75,0,0
UWBM_UWBM:Mamm:68927,Manis javanica,1850,Asia,Thailand,100,CR,Arboreal,0,0,1850,1065.72,0,0
O_18148,Manis javanica,NA,Asia,Thailand,100,CR,Arboreal,1,0,NA,1065.72,0,0
O_18147,Manis javanica,NA,Asia,Thailand,100,CR,Arboreal,1,1,NA,1065.72,0,0
O_18144,Manis javanica,NA,Asia,Thailand,100,CR,Arboreal,1,1,NA,1065.72,0,0
UAZ_UAZ 08572,Manis javanica,NA,Asia,Malaysia,100,CR,Arboreal,1,0,NA,1103.94,0,0
UAZ_UAZ 08573,Manis javanica,NA,Asia,Malaysia,100,CR,Arboreal,1,1,NA,1103.94,0,0
MVZ_MVZ:Mamm:183663,Manis javanica,1818,Asia,Malaysia,100,CR,Arboreal,1,0,1810,1103.94,0,0
USNM_300925,Manis javanica,1953,Asia,Malaysia,100,CR,Arboreal,1,0,1950,1103.94,0,0
MCZ_6999,Manis javanica,1907,Asia,Indonesia,50,CR,Arboreal,0,0,1900,5.155,21.722183194267,1
PSM_Mammal-14740,Manis javanica,NA,Asia,Malaysia,75,CR,Arboreal,0,0,NA,10.71,22.1509972143068,1
PSM_Mammal-14739,Manis javanica,1967,Asia,Malaysia,75,CR,Arboreal,1,0,1960,10.71,22.1509972143068,1
PSM_Mammal-14794,Manis javanica,1970,Asia,Malaysia,75,CR,Arboreal,1,0,1970,10.71,22.1509972143068,1
PSM_Mammal-14793,Manis javanica,1970,Asia,Malaysia,75,CR,Arboreal,1,1,1970,10.71,22.1509972143068,1
PSM_Mammal-14792,Manis javanica,1967,Asia,Malaysia,75,CR,Arboreal,1,1,1960,10.71,22.1509972143068,1
PSM_Mammal-14791,Manis javanica,1966,Asia,Malaysia,75,CR,Arboreal,1,0,1960,10.71,22.1509972143068,1
USNM_267387,Manis javanica,NA,Asia,Indonesia,50,CR,Arboreal,0,0,NA,10.92,17.0241961323287,1
USNM_267388,Manis javanica,NA,Asia,Indonesia,50,CR,Arboreal,1,1,NA,10.92,17.0241961323287,1
USNM_267389,Manis javanica,NA,Asia,Indonesia,50,CR,Arboreal,1,1,NA,10.92,17.0241961323287,1
MNHN_MO-1962-2119,Manis javanica,NA,Asia,Vietnam,50,CR,Arboreal,0,0,NA,30.92,6.71706138467178,1
USNM_153975,Manis javanica,1909,Asia,Indonesia,75,CR,Arboreal,0,0,1900,49.95,2.50661157929232,1
UMZC_E.1306,Manis javanica,1899,Asia,Thailand,100,CR,Arboreal,0,0,1890,105.14,0,0
USNM_124242,Manis javanica,1904,Asia,Myanmar,25,CR,Arboreal,0,0,1900,2.76,18.6341124116191,1
USNM_198319,Manis javanica,1913,Asia,Indonesia,50,CR,Arboreal,0,0,1910,5.415,32.5820926136282,1
AMNH_M-101731,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,0,0,1930,7.23,23.1790723549836,1
AMNH_M-101730,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,23.1790723549836,1
AMNH_M-101732,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,23.1790723549836,1
AMNH_M-101753,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,0,1930,7.23,22.1597529711831,1
AMNH_M-101562,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-102077,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,0,1930,7.23,22.1597529711831,1
AMNH_M-102045,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-102044,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-102043,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-102095,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-102094,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-102041,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-102098,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-102097,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-101677,Manis javanica,NA,Asia,Indonesia,25,CR,Arboreal,1,1,NA,7.23,22.1597529711831,1
AMNH_M-101566,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,22.1597529711831,1
AMNH_M-101565,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,1,1,1920,7.23,22.1597529711831,1
AMNH_M-101564,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,1,1,1920,7.23,22.1597529711831,1
AMNH_M-101563,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,1,1,1920,7.23,22.1597529711831,1
USNM_142460,Manis javanica,1905,Asia,Indonesia,50,CR,Arboreal,0,0,1900,8.17,40.6947077952403,1
USNM_142461,Manis javanica,1905,Asia,Indonesia,50,CR,Arboreal,1,1,1900,8.17,40.6947077952403,1
MCZ_36022,Manis javanica,1937,Asia,Indonesia,75,CR,Arboreal,0,0,1930,9.42,18.8432727293596,1
USNM_154924,Manis javanica,1909,Asia,Indonesia,75,CR,Arboreal,1,0,1900,10.05,21.0235664629355,1
USNM_236633,Manis javanica,1916,Asia,Thailand,50,CR,Arboreal,0,0,1910,11.05,20.8836489378871,1
UBCBBM_M008731,Manis javanica,1961,Asia,Malaysia,75,CR,Arboreal,0,0,1960,12.75,24.2099340285789,1
UBCBBM_M008722,Manis javanica,1961,Asia,Malaysia,75,CR,Arboreal,1,1,1960,12.75,24.2099340285789,1
MNHN_MO-1897-1867,Manis javanica,NA,Asia,Malaysia,75,CR,Arboreal,0,0,NA,15.97,20.2735215009569,1
MNHN_MO-1923-391,Manis javanica,NA,Asia,Vietnam,25,CR,Arboreal,0,0,NA,16.61,13.4724548564331,1
USNM_199023,Manis javanica,1914,Asia,Indonesia,50,CR,Arboreal,0,0,1910,23.69,9.26844294090399,1
USNM_358009,Manis javanica,1968,Asia,Vietnam,50,CR,Arboreal,0,0,1960,40.53,4.05175257425112,1
MNHN_MO-1883-41,Manis javanica,NA,Asia,Thailand,25,CR,Arboreal,0,0,NA,48.59,2.87815854176292,1
USNM_317200,Manis javanica,1960,Asia,Malaysia,50,CR,Arboreal,0,0,1960,53.36,2.39359490517365,1
USNM_300924,Manis javanica,1953,Asia,Malaysia,50,CR,Arboreal,1,0,1950,53.36,2.39359490517365,1
USNM_317198,Manis javanica,1960,Asia,Malaysia,50,CR,Arboreal,1,1,1960,53.36,2.39359490517365,1
USNM_317199,Manis javanica,1960,Asia,Malaysia,50,CR,Arboreal,1,1,1960,53.36,2.39359490517365,1
MNHN_MO-1995-30,Manis javanica,NA,Asia,Vietnam,50,CR,Arboreal,0,0,NA,59.32,1.8967868130739,1
USNM_144418,Manis javanica,1907,Asia,Indonesia,25,CR,Arboreal,0,0,1900,9.39,27.192005873159,1
USNM_113114,Manis javanica,1901,Asia,Indonesia,100,CR,Arboreal,0,0,1900,25.11,9.75263985125413,1
USNM_141165,Manis javanica,1905,Asia,Indonesia,100,CR,Arboreal,0,0,1900,74.16,0,0
USNM_141164,Manis javanica,1905,Asia,Indonesia,100,CR,Arboreal,1,1,1900,74.16,0,0
USNM_104598,Manis javanica,1900,Asia,Indonesia,100,CR,Arboreal,0,0,1900,136.48,0,0
O_18146,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,1,1,NA,594.96,0,0
O_18145,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,1,1,NA,614.26,0,0
MHNG_MHNG-MAM-696.072,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,0,0,NA,614.67,0,0
MHNG_MHNG-MAM-129.027,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,1,1,NA,614.67,0,0
MHNG_MHNG-MAM-723.008,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,1,1,NA,614.67,0,0
MHNG_MHNG-MAM-710.073,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,1,1,NA,614.67,0,0
MHNG_MHNG-MAM-777.048,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,1,1,NA,614.67,0,0
MNHN_MO-1911-1717,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,0,0,NA,767.99,0,0
USNM_198852,Manis javanica,1914,Asia,Indonesia,100,CR,Arboreal,0,0,1910,490,0,0
USNM_356430,Manis javanica,1966,Asia,Vietnam,100,CR,Arboreal,0,0,1960,7.9,19.6795607867431,1
AMNH_M-87624,Manis javanica,1932,Asia,Laos,100,CR,Arboreal,0,0,1930,89.78,0,0
AMNH_M-87623,Manis javanica,1932,Asia,Laos,100,CR,Arboreal,1,1,1930,89.78,0,0
AMNH_M-87622,Manis javanica,1932,Asia,Laos,100,CR,Arboreal,1,1,1930,89.78,0,0
MCZ_35956,Manis javanica,1937,Asia,Thailand,0,CR,Arboreal,0,0,1930,0.301,100,1
USNM_321551,Manis javanica,1961,Asia,Cambodia,100,CR,Arboreal,0,0,1960,2,49.1325163662367,1
AMNH_M-32637,Manis javanica,1910,Asia,Malaysia,75,CR,Arboreal,0,0,1910,16.093,19.0283351535804,1
MNHN_MO-1985-104,Manis javanica,NA,Asia,Laos,100,CR,Arboreal,0,0,NA,516.14,0,0
MNHN_MO-1929-411,Manis javanica,NA,Asia,Laos,100,CR,Arboreal,1,1,NA,516.14,0,0
USNM_260592,Manis javanica,1935,Asia,Thailand,100,CR,Arboreal,1,0,1930,864.12,0,0
USNM_535155,Manis javanica,1954,Asia,Thailand,100,CR,Arboreal,1,0,1950,864.12,0,0
USNM_257682,Manis javanica,1931,Asia,Thailand,100,CR,Arboreal,1,0,1930,864.12,0,0
USNM_83250,Manis javanica,1896,Asia,Thailand,100,CR,Arboreal,1,0,1890,864.12,0,0
USNM_86789,Manis javanica,1899,Asia,Thailand,100,CR,Arboreal,1,0,1890,864.12,0,0
USNM_83513,Manis javanica,1896,Asia,Thailand,100,CR,Arboreal,1,1,1890,864.12,0,0
GNM_Ma ex 655,Manis javanica,1910,Africa,Namibia,100,CR,Arboreal,1,0,1910,950.45,0,0
GNM_CollAn 2726,Manis javanica,1910,Africa,Namibia,100,CR,Arboreal,1,1,1910,950.45,0,0
AMNH_M-102149,Manis javanica,1933,Asia,Indonesia,100,CR,Arboreal,0,0,1930,2658.79,0,0
AMNH_M-102148,Manis javanica,1933,Asia,Indonesia,100,CR,Arboreal,1,1,1930,2658.79,0,0
AMNH_M-102096,Manis javanica,1933,Asia,Indonesia,100,CR,Arboreal,1,1,1930,2658.79,0,0
AMNH_M-102042,Manis javanica,1933,Asia,Indonesia,100,CR,Arboreal,1,1,1930,2658.79,0,0
USNM_121516,Manis javanica,1902,Asia,Indonesia,100,CR,Arboreal,1,0,1900,2658.79,0,0
USNM_121517,Manis javanica,1902,Asia,Indonesia,100,CR,Arboreal,1,1,1900,2658.79,0,0
O_18150,Manis javanica,NA,Asia,Indonesia,100,CR,Arboreal,1,0,NA,2658.79,0,0
AMNH_M-103986,Manis javanica,1935,Asia,Indonesia,100,CR,Arboreal,1,0,1930,2658.79,0,0
AMNH_M-103985,Manis javanica,1935,Asia,Indonesia,100,CR,Arboreal,1,1,1930,2658.79,0,0
UMMZ_97618,Manis pentadactyla,1949,Asia,Taiwan,75,CR,Terrestrial,0,0,1940,0.0046,100,1
UMMZ_31587,Manis pentadactyla,NA,Asia,India,75,CR,Terrestrial,0,0,NA,0.36,100,1
FMNH_32513,Manis pentadactyla,1929,Asia,Laos,75,CR,Terrestrial,0,0,1920,2.91,93.7280400943693,1
FMNH_32512,Manis pentadactyla,1929,Asia,Laos,75,CR,Terrestrial,1,1,1920,2.91,93.7280400943693,1
FMNH_39284,Manis pentadactyla,1929,Asia,Laos,75,CR,Terrestrial,0,0,1920,4.4,14.1188763421037,1
CAS_16619,Manis pentadactyla,1960,Asia,Taiwan,75,CR,Terrestrial,0,0,1960,4.498,21.5776277308048,1
MSB_MSB:Mamm:13147,Manis pentadactyla,1960,Asia,Taiwan,75,CR,Terrestrial,1,1,1960,4.498,21.5776277308048,1
FMNH_114387,Manis pentadactyla,1973,Asia,Nepal,75,CR,Terrestrial,0,0,1970,4.82,19.1703910037303,1
MVZ_MVZ:Mamm:125554,Manis pentadactyla,1959,Asia,Taiwan,75,CR,Terrestrial,0,0,1950,7.33,29.6857643420776,1
FMNH_75880,Manis pentadactyla,1953,Asia,India,75,CR,Terrestrial,0,0,1950,19.85,14.9224209678575,1
FMNH_75879,Manis pentadactyla,1952,Asia,India,75,CR,Terrestrial,1,0,1950,19.85,14.9224209678575,1
FMNH_75878,Manis pentadactyla,1952,Asia,India,75,CR,Terrestrial,1,1,1950,19.85,14.9224209678575,1
FMNH_75877,Manis pentadactyla,1952,Asia,India,75,CR,Terrestrial,1,1,1950,19.85,14.9224209678575,1
FMNH_75875,Manis pentadactyla,1953,Asia,India,75,CR,Terrestrial,1,1,1950,19.85,14.9224209678575,1
FMNH_75874,Manis pentadactyla,1953,Asia,India,75,CR,Terrestrial,1,1,1950,19.85,14.9224209678575,1
FMNH_84812,Manis pentadactyla,1954,Asia,India,75,CR,Terrestrial,1,0,1950,19.85,14.9224209678575,1
AMNH_M-59927,Manis pentadactyla,1923,Asia,China,75,CR,Terrestrial,0,0,1920,33.32,7.09918137386021,1
FMNH_39384,Manis pentadactyla,1925,Asia,China,75,CR,Terrestrial,0,0,1920,93.27,0,0
FMNH_39385,Manis pentadactyla,1921,Asia,China,75,CR,Terrestrial,0,0,1920,132.9,0,0
RBINS_301B,Manis crassicaudata,1932,Asia,Sri Lanka,75,EN,Terrestrial,0,0,1930,274.14,0,0
MHNG_MHNG-MAM-299.042,Manis pentadactyla,NA,Asia,India,75,CR,Terrestrial,0,0,NA,1200,0,0
MHNG_MHNG-MAM-769.034,Manis pentadactyla,NA,Asia,India,75,CR,Terrestrial,1,1,NA,1200,0,0
MHNG_MHNG-MAM-769.035,Manis pentadactyla,NA,Asia,India,75,CR,Terrestrial,1,1,NA,1200,0,0
FMNH_75876,Manis pentadactyla,NA,Asia,India,75,CR,Terrestrial,1,1,NA,1200,0,0
O_18153,Manis pentadactyla,NA,Asia,India,100,CR,Terrestrial,1,1,NA,1688.15,0,0
LSUMZ_35002,Manis pentadactyla,1984,Asia,China,100,CR,Terrestrial,1,0,1980,2824.1,0,0
ROM_2603230109,Manis crassicaudata,NA,Asia,India,50,EN,Terrestrial,0,0,NA,1.09962,100,1
MCZ_38281,Manis pentadactyla,1939,Asia,Vietnam,100,CR,Terrestrial,1,0,1930,31.27,8.17790936805426,1
O_18152,Manis pentadactyla,NA,Asia,China,50,CR,Terrestrial,0,0,NA,46.63,4.0345451084021,1
O_18151,Manis pentadactyla,NA,Asia,China,50,CR,Terrestrial,1,1,NA,46.63,4.0345451084021,1
CUMV_11091,Manis pentadactyla,1961,Asia,Taiwan,100,CR,Terrestrial,0,0,1960,46.74,3.91643110938012,1
USNM_355454,Manis pentadactyla,1960,Asia,Laos,100,CR,Terrestrial,0,0,1960,98.4,0,0
AMNH_M-184958,Manis pentadactyla,1960,Asia,Taiwan,100,CR,Terrestrial,0,0,1960,106.2,0,0
AMNH_M-184959,Manis pentadactyla,1960,Asia,Taiwan,100,CR,Terrestrial,1,1,1960,106.2,0,0
MNHN_MO-1868-1376,Manis pentadactyla,NA,Asia,China,100,CR,Terrestrial,0,0,NA,1013.49,0,0
USNM_240481,Manis pentadactyla,NA,Asia,Vietnam,25,CR,Terrestrial,0,0,NA,2.63,96.1017862639245,1
USNM_356431,Manis pentadactyla,1965,Asia,Vietnam,25,CR,Terrestrial,0,0,1960,3.54,11.1847203886182,1
FMNH_39388,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,0,0,1920,5.035,33.1482165274718,1
FMNH_39387,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.1482165274718,1
FMNH_39386,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.1482165274718,1
FMNH_146075,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,0,0,1920,5.035,33.234158341915,1
AMNH_M-200533,Manis pentadactyla,NA,Asia,China,50,CR,Terrestrial,0,0,NA,5.035,33.2383005339727,1
AMNH_M-60017,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,0,1920,5.035,33.2383005339727,1
AMNH_M-60015,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60016,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60008,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60010,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60019,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60018,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60022,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60013,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60011,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60012,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60009,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60006,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60014,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
AMNH_M-60004,Manis pentadactyla,1922,Asia,China,50,CR,Terrestrial,1,0,1920,5.035,33.2383005339727,1
AMNH_M-60007,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,1,1,1920,5.035,33.2383005339727,1
WNMU_WNMU:Mamm:1241,Manis pentadactyla,1967,Asia,Taiwan,75,CR,Terrestrial,0,0,1960,10.86,19.8424301856418,1
EMU_EMU M 250,Manis pentadactyla,NA,Asia,Taiwan,75,CR,Terrestrial,1,0,NA,10.86,19.8424301856418,1
ISM_690311,Manis pentadactyla,1960,Asia,Taiwan,75,CR,Terrestrial,1,0,1960,10.86,19.8424301856418,1
KU_83579,Manis pentadactyla,1960,Asia,Taiwan,75,CR,Terrestrial,0,0,1960,11.08,19.5924983072803,1
LACM_008227,Manis pentadactyla,1945,Asia,China,50,CR,Terrestrial,0,0,1940,13.233,39.3451666286337,1
AMNH_M-173637,Manis pentadactyla,1956,Asia,Taiwan,50,CR,Terrestrial,0,0,1950,31.35,7.90155912273671,1
AMNH_M-60173,Manis pentadactyla,1925,Asia,China,75,CR,Terrestrial,0,0,1920,66.85,2.13623386664117,1
USNM_238735,Manis pentadactyla,1922,Asia,China,25,CR,Terrestrial,0,0,1920,93.71,0,0
MCZ_19992,Manis pentadactyla,1922,Asia,China,75,CR,Terrestrial,0,0,1920,96.65,0,0
FMNH_32697,Manis pentadactyla,1929,Asia,Vietnam,25,CR,Terrestrial,0,0,1920,356.79,1.91078409353865,1
AMNH_M-115628,Manis pentadactyla,1956,Asia,Taiwan,100,CR,Terrestrial,1,0,1950,212.06,0,0
LSUMZ_8916,Manis pentadactyla,1961,Asia,Taiwan,100,CR,Terrestrial,1,0,1960,212.06,0,0
ROM_1406120003,Manis pentadactyla,NA,Asia,Taiwan,100,CR,Terrestrial,1,1,NA,212.06,0,0
ROM_1406120004,Manis pentadactyla,NA,Asia,Taiwan,100,CR,Terrestrial,1,1,NA,212.06,0,0
MVZ_MVZ:Mamm:174854,Manis pentadactyla,1818,Asia,Taiwan,100,CR,Terrestrial,1,0,1810,212.06,0,0
MZLU_L897/3277,Manis javanica,1897,Asia,Indonesia,75,CR,Arboreal,0,0,1890,6.96,19.8344708952632,1
AMNH_M-167959,Manis pentadactyla,1901,Asia,Thailand,75,CR,Terrestrial,0,0,1900,13.34,28.0561310147456,1
MCZ_35947,Manis pentadactyla,1937,Asia,Thailand,75,CR,Terrestrial,0,0,1930,21.67,15.1218518827236,1
MCZ_35957,Manis pentadactyla,1937,Asia,Thailand,75,CR,Terrestrial,1,1,1930,21.67,15.1218518827236,1
UMMZ_114843,Manis pentadactyla,NA,Asia,Thailand,25,CR,Terrestrial,0,0,NA,0.005,0,0
USNM_332898,Manis pentadactyla,1958,Asia,Taiwan,100,CR,Terrestrial,0,0,1950,32.187,7.55933472040033,1
USNM_310829,Manis pentadactyla,1958,Asia,Taiwan,100,CR,Terrestrial,1,1,1950,32.187,7.55933472040033,1
FMNH_46525,Manis pentadactyla,1937,Asia,Vietnam,75,CR,Terrestrial,0,0,1930,40.234,4.78808279610886,1
FMNH_46524,Manis pentadactyla,1937,Asia,Vietnam,75,CR,Terrestrial,1,1,1930,40.234,4.78808279610886,1
USNM_332899,Manis pentadactyla,1951,Asia,Taiwan,100,CR,Terrestrial,0,0,1950,226.92,0,0
USNM_311292,Manis pentadactyla,1958,Asia,Taiwan,100,CR,Terrestrial,1,0,1950,226.92,0,0
AMNH_M-185133,Manis pentadactyla,1959,Asia,Taiwan,100,CR,Terrestrial,1,0,1950,226.92,0,0
AMNH_M-33947,Manis pentadactyla,1910,Asia,Taiwan,100,CR,Terrestrial,1,0,1910,226.92,0,0
USNM_294178,Manis pentadactyla,1952,Asia,Taiwan,100,CR,Terrestrial,1,0,1950,226.92,0,0
USNM_294179,Manis pentadactyla,1952,Asia,Taiwan,100,CR,Terrestrial,1,1,1950,226.92,0,0
Royal Ontario Museum: ROM_0589,Manis pentadactyla,1967,Asia,Taiwan,100,CR,Terrestrial,1,0,1960,226.92,0,0
USNM_308865,Manis pentadactyla,NA,Asia,Taiwan,100,CR,Terrestrial,1,0,NA,226.92,0,0
USNM_308864,Manis pentadactyla,NA,Asia,Taiwan,100,CR,Terrestrial,1,1,NA,226.92,0,0
FMNH_32511,Manis pentadactyla,1929,Asia,Vietnam,100,CR,Terrestrial,1,0,1920,881.55,0,0
AMNH_M-60021,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,1,0,1920,3004.96,0,0
AMNH_M-60020,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,1,1,1920,3004.96,0,0
AMNH_M-60005,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,1,1,1920,3004.96,0,0
AMNH_M-57059,Manis pentadactyla,1921,Asia,China,100,CR,Terrestrial,1,0,1920,3004.96,0,0
MNHN_MO-1962-61,Manis pentadactyla,NA,Asia,China,100,CR,Terrestrial,1,1,NA,3004.96,0,0
MNHN_MO-1913-729,Manis pentadactyla,NA,Asia,China,100,CR,Terrestrial,1,1,NA,3004.96,0,0
USNM_240168,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,1,1,1920,3004.96,0,0
